Entry,Entry name,Status,Protein names,Gene names,Organism,Length
Q9NTG7,SIR3_HUMAN,reviewed,"NAD-dependent protein deacetylase sirtuin-3, mitochondrial (hSIRT3) (EC 3.5.1.-) (Regulatory protein SIR2 homolog 3) (SIR2-like protein 3)",SIRT3 SIR2L3,Homo sapiens (Human),399
Q9Y6E7,SIR4_HUMAN,reviewed,NAD-dependent protein deacetylase sirtuin-4 (EC 3.5.1.-) (NAD-dependent ADP-ribosyltransferase sirtuin-4) (EC 2.4.2.-) (Regulatory protein SIR2 homolog 4) (SIR2-like protein 4),SIRT4 SIR2L4,Homo sapiens (Human),314
Q9NXA8,SIR5_HUMAN,reviewed,"NAD-dependent protein deacylase sirtuin-5, mitochondrial (EC 3.5.1.-) (Regulatory protein SIR2 homolog 5) (SIR2-like protein 5)",SIRT5 SIR2L5,Homo sapiens (Human),310
Q86UD5,SL9B2_HUMAN,reviewed,Mitochondrial sodium/hydrogen exchanger 9B2 (Mitochondrial Na(+)/H(+) exchanger NHA2) (Na(+)/H(+) exchanger-like domain-containing protein 2) (NHE domain-containing protein 2) (Sodium/hydrogen exchanger-like domain-containing protein 2) (Solute carrier family 9 subfamily B member 2),SLC9B2 NHA2 NHEDC2,Homo sapiens (Human),537
Q9GZT3,SLIRP_HUMAN,reviewed,"SRA stem-loop-interacting RNA-binding protein, mitochondrial",SLIRP C14orf156 DC23 DC50 PD04872,Homo sapiens (Human),109
O75324,SNN_HUMAN,reviewed,Stannin (AG8_1),SNN,Homo sapiens (Human),88
P04179,SODM_HUMAN,reviewed,"Superoxide dismutase [Mn], mitochondrial (EC 1.15.1.1)",SOD2,Homo sapiens (Human),222
Q8NB90,SPAT5_HUMAN,reviewed,Spermatogenesis-associated protein 5 (ATPase family protein 2 homolog) (Spermatogenesis-associated factor protein),SPATA5 AFG2 SPAF,Homo sapiens (Human),893
Q9BSE5,SPEB_HUMAN,reviewed,"Agmatinase, mitochondrial (EC 3.5.3.11) (Agmatine ureohydrolase) (AUH)",AGMAT,Homo sapiens (Human),352
Q9UQ90,SPG7_HUMAN,reviewed,Paraplegin (EC 3.4.24.-) (Spastic paraplegia 7 protein),SPG7 CAR CMAR PGN,Homo sapiens (Human),795
Q9H2V7,SPNS1_HUMAN,reviewed,Protein spinster homolog 1 (HSpin1) (Spinster-like protein 1),SPNS1 SPIN1 PP20300,Homo sapiens (Human),528
Q7Z5L4,SPT19_HUMAN,reviewed,"Spermatogenesis-associated protein 19, mitochondrial (Spermatogenic cell-specific gene 1 protein) (Spergen-1)",SPATA19 SPERGEN1,Homo sapiens (Human),167
P21549,SPYA_HUMAN,reviewed,Serine--pyruvate aminotransferase (SPT) (EC 2.6.1.51) (Alanine--glyoxylate aminotransferase) (AGT) (EC 2.6.1.44),AGXT AGT1 SPAT,Homo sapiens (Human),392
Q9Y6N5,SQRD_HUMAN,reviewed,"Sulfide:quinone oxidoreductase, mitochondrial (EC 1.-.-.-)",SQRDL CGI-44,Homo sapiens (Human),450
P12931,SRC_HUMAN,reviewed,Proto-oncogene tyrosine-protein kinase Src (EC 2.7.10.2) (Proto-oncogene c-Src) (pp60c-src) (p60-Src),SRC SRC1,Homo sapiens (Human),536
Q04837,SSBP_HUMAN,reviewed,"Single-stranded DNA-binding protein, mitochondrial (Mt-SSB) (MtSSB) (PWP1-interacting protein 17)",SSBP1 SSBP,Homo sapiens (Human),148
P51649,SSDH_HUMAN,reviewed,"Succinate-semialdehyde dehydrogenase, mitochondrial (EC 1.2.1.24) (Aldehyde dehydrogenase family 5 member A1) (NAD(+)-dependent succinic semialdehyde dehydrogenase)",ALDH5A1 SSADH,Homo sapiens (Human),535
Q9Y3M8,STA13_HUMAN,reviewed,StAR-related lipid transfer protein 13 (46H23.2) (Deleted in liver cancer 2 protein) (DLC-2) (Rho GTPase-activating protein) (START domain-containing protein 13) (StARD13),STARD13 DLC2 GT650,Homo sapiens (Human),1113
Q9ULZ2,STAP1_HUMAN,reviewed,Signal-transducing adaptor protein 1 (STAP-1) (BCR downstream-signaling protein 1) (Docking protein BRDG1) (Stem cell adaptor protein 1),STAP1 BRDG1,Homo sapiens (Human),295
Q9NQZ5,STAR7_HUMAN,reviewed,"StAR-related lipid transfer protein 7, mitochondrial (Gestational trophoblastic tumor protein 1) (START domain-containing protein 7) (StARD7)",STARD7 GTT1,Homo sapiens (Human),370
P49675,STAR_HUMAN,reviewed,"Steroidogenic acute regulatory protein, mitochondrial (StAR) (START domain-containing protein 1) (StARD1)",STAR STARD1,Homo sapiens (Human),285
Q15831,STK11_HUMAN,reviewed,Serine/threonine-protein kinase STK11 (EC 2.7.11.1) (Liver kinase B1) (LKB1) (hLKB1) (Renal carcinoma antigen NY-REN-19),STK11 LKB1 PJS,Homo sapiens (Human),433
P53597,SUCA_HUMAN,reviewed,"Succinyl-CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial (EC 6.2.1.4) (EC 6.2.1.5) (Succinyl-CoA synthetase subunit alpha) (SCS-alpha)",SUCLG1,Homo sapiens (Human),346
Q9P2R7,SUCB1_HUMAN,reviewed,"Succinyl-CoA ligase [ADP-forming] subunit beta, mitochondrial (EC 6.2.1.5) (ATP-specific succinyl-CoA synthetase subunit beta) (Renal carcinoma antigen NY-REN-39) (Succinyl-CoA synthetase beta-A chain) (SCS-betaA)",SUCLA2,Homo sapiens (Human),463
Q96I99,SUCB2_HUMAN,reviewed,"Succinyl-CoA ligase [GDP-forming] subunit beta, mitochondrial (EC 6.2.1.4) (GTP-specific succinyl-CoA synthetase subunit beta) (Succinyl-CoA synthetase beta-G chain) (SCS-betaG)",SUCLG2,Homo sapiens (Human),432
P51687,SUOX_HUMAN,reviewed,"Sulfite oxidase, mitochondrial (EC 1.8.3.1)",SUOX,Homo sapiens (Human),545
Q15526,SURF1_HUMAN,reviewed,Surfeit locus protein 1,SURF1 SURF-1,Homo sapiens (Human),300
Q8IYB8,SUV3_HUMAN,reviewed,"ATP-dependent RNA helicase SUPV3L1, mitochondrial (EC 3.6.4.13) (Suppressor of var1 3-like protein 1) (SUV3-like protein 1)",SUPV3L1 SUV3,Homo sapiens (Human),786
Q5JTZ9,SYAM_HUMAN,reviewed,"Alanine--tRNA ligase, mitochondrial (EC 6.1.1.7) (Alanyl-tRNA synthetase) (AlaRS)",AARS2 AARSL KIAA1270,Homo sapiens (Human),985
Q9HA77,SYCM_HUMAN,reviewed,"Probable cysteine--tRNA ligase, mitochondrial (EC 6.1.1.16) (Cysteinyl-tRNA synthetase) (CysRS)",CARS2 OK/SW-cl.10,Homo sapiens (Human),564
Q6PI48,SYDM_HUMAN,reviewed,"Aspartate--tRNA ligase, mitochondrial (EC 6.1.1.12) (Aspartyl-tRNA synthetase) (AspRS)",DARS2,Homo sapiens (Human),645
Q5JPH6,SYEM_HUMAN,reviewed,"Probable glutamate--tRNA ligase, mitochondrial (EC 6.1.1.17) (Glutamyl-tRNA synthetase) (GluRS)",EARS2 KIAA1970,Homo sapiens (Human),523
O95363,SYFM_HUMAN,reviewed,"Phenylalanine--tRNA ligase, mitochondrial (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase) (PheRS)",FARS2 FARS1 HSPC320,Homo sapiens (Human),451
P41250,SYG_HUMAN,reviewed,Glycine--tRNA ligase (EC 6.1.1.14) (Diadenosine tetraphosphate synthetase) (AP-4-A synthetase) (Glycyl-tRNA synthetase) (GlyRS),GARS,Homo sapiens (Human),739
P49590,SYHM_HUMAN,reviewed,"Probable histidine--tRNA ligase, mitochondrial (EC 6.1.1.21) (Histidine--tRNA ligase-like) (Histidyl-tRNA synthetase) (HisRS)",HARS2 HARSL HARSR HO3,Homo sapiens (Human),506
Q9NSE4,SYIM_HUMAN,reviewed,"Isoleucine--tRNA ligase, mitochondrial (EC 6.1.1.5) (Isoleucyl-tRNA synthetase) (IleRS)",IARS2,Homo sapiens (Human),1012
P57105,SYJ2B_HUMAN,reviewed,Synaptojanin-2-binding protein (Mitochondrial outer membrane protein 25),SYNJ2BP OMP25,Homo sapiens (Human),145
Q15046,SYK_HUMAN,reviewed,Lysine--tRNA ligase (EC 6.1.1.6) (Lysyl-tRNA synthetase) (LysRS),KARS KIAA0070,Homo sapiens (Human),597
Q15031,SYLM_HUMAN,reviewed,"Probable leucine--tRNA ligase, mitochondrial (EC 6.1.1.4) (Leucyl-tRNA synthetase) (LeuRS)",LARS2 KIAA0028,Homo sapiens (Human),903
Q96GW9,SYMM_HUMAN,reviewed,"Methionine--tRNA ligase, mitochondrial (EC 6.1.1.10) (Methionyl-tRNA synthetase 2) (Mitochondrial methionyl-tRNA synthetase) (MtMetRS)",MARS2,Homo sapiens (Human),593
Q8WXH0,SYNE2_HUMAN,reviewed,Nesprin-2 (Nuclear envelope spectrin repeat protein 2) (Nucleus and actin connecting element protein) (Protein NUANCE) (Synaptic nuclear envelope protein 2) (Syne-2),SYNE2 KIAA1011 NUA,Homo sapiens (Human),6885
Q96I59,SYNM_HUMAN,reviewed,"Probable asparagine--tRNA ligase, mitochondrial (EC 6.1.1.22) (Asparaginyl-tRNA synthetase) (AsnRS)",NARS2,Homo sapiens (Human),477
Q7L3T8,SYPM_HUMAN,reviewed,"Probable proline--tRNA ligase, mitochondrial (EC 6.1.1.15) (Prolyl-tRNA synthetase) (ProRS)",PARS2,Homo sapiens (Human),475
Q5T160,SYRM_HUMAN,reviewed,"Probable arginine--tRNA ligase, mitochondrial (EC 6.1.1.19) (Arginyl-tRNA synthetase) (ArgRS)",RARS2 RARSL,Homo sapiens (Human),578
Q9NP81,SYSM_HUMAN,reviewed,"Serine--tRNA ligase, mitochondrial (EC 6.1.1.11) (SerRSmt) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser/Sec) synthetase)",SARS2 SARSM,Homo sapiens (Human),518
Q9BW92,SYTM_HUMAN,reviewed,"Threonine--tRNA ligase, mitochondrial (EC 6.1.1.3) (Threonyl-tRNA synthetase) (ThrRS) (Threonyl-tRNA synthetase-like 1)",TARS2 TARSL1,Homo sapiens (Human),718
Q5ST30,SYVM_HUMAN,reviewed,"Valine--tRNA ligase, mitochondrial (EC 6.1.1.9) (Valyl-tRNA synthetase) (ValRS) (Valyl-tRNA synthetase-like)",VARS2 KIAA1885 VARS2L VARSL,Homo sapiens (Human),1063
Q9UGM6,SYWM_HUMAN,reviewed,"Tryptophan--tRNA ligase, mitochondrial (EC 6.1.1.2) ((Mt)TrpRS) (Tryptophanyl-tRNA synthetase) (TrpRS)",WARS2,Homo sapiens (Human),360
Q9Y2Z4,SYYM_HUMAN,reviewed,"Tyrosine--tRNA ligase, mitochondrial (EC 6.1.1.1) (Tyrosyl-tRNA synthetase) (TyrRS)",YARS2 CGI-04,Homo sapiens (Human),477
Q9H061,T126A_HUMAN,reviewed,Transmembrane protein 126A,TMEM126A,Homo sapiens (Human),195
Q9BSH4,TACO1_HUMAN,reviewed,Translational activator of cytochrome c oxidase 1 (Coiled-coil domain-containing protein 44) (Translational activator of mitochondrially-encoded cytochrome c oxidase I),TACO1 CCDC44 PRO0477,Homo sapiens (Human),297
Q96BW9,TAM41_HUMAN,reviewed,"Mitochondrial translocator assembly and maintenance protein 41 homolog (TAM41) (MMP37-like protein, mitochondrial)",TAMM41 C3orf31,Homo sapiens (Human),316
Q9BT92,TCHP_HUMAN,reviewed,Trichoplein keratin filament-binding protein (Protein TCHP) (Mitochondrial protein with oncostatic activity) (Mitostatin) (Tumor suppressor protein),TCHP,Homo sapiens (Human),498
Q8IZJ6,TDH_HUMAN,reviewed,"Inactive L-threonine 3-dehydrogenase, mitochondrial",TDH,Homo sapiens (Human),230
Q96QE5,TEFM_HUMAN,reviewed,"Transcription elongation factor, mitochondrial",TEFM C17orf42,Homo sapiens (Human),360
Q00059,TFAM_HUMAN,reviewed,"Transcription factor A, mitochondrial (mtTFA) (Mitochondrial transcription factor 1) (MtTF1) (Transcription factor 6) (TCF-6) (Transcription factor 6-like 2)",TFAM TCF6 TCF6L2,Homo sapiens (Human),246
Q8WVM0,TFB1M_HUMAN,reviewed,"Dimethyladenosine transferase 1, mitochondrial (EC 2.1.1.-) (Mitochondrial 12S rRNA dimethylase 1) (Mitochondrial transcription factor B1) (h-mtTFB) (h-mtTFB1) (hTFB1M) (mtTFB1) (S-adenosylmethionine-6-N', N'-adenosyl(rRNA) dimethyltransferase 1)",TFB1M CGI-75,Homo sapiens (Human),346
Q9H5Q4,TFB2M_HUMAN,reviewed,"Dimethyladenosine transferase 2, mitochondrial (EC 2.1.1.-) (Hepatitis C virus NS5A-transactivated protein 5) (HCV NS5A-transactivated protein 5) (Mitochondrial 12S rRNA dimethylase 2) (Mitochondrial transcription factor B2) (h-mtTFB) (h-mtTFB2) (hTFB2M) (mtTFB2) (S-adenosylmethionine-6-N', N'-adenosyl(rRNA) dimethyltransferase 2)",TFB2M NS5ATP5,Homo sapiens (Human),396
Q9BXR0,TGT_HUMAN,reviewed,Queuine tRNA-ribosyltransferase (EC 2.4.2.29) (Guanine insertion enzyme) (tRNA-guanine transglycosylase),QTRT1 TGT TGUT,Homo sapiens (Human),403
P24752,THIL_HUMAN,reviewed,"Acetyl-CoA acetyltransferase, mitochondrial (EC 2.3.1.9) (Acetoacetyl-CoA thiolase) (T2)",ACAT1 ACAT MAT,Homo sapiens (Human),427
P42765,THIM_HUMAN,reviewed,"3-ketoacyl-CoA thiolase, mitochondrial (EC 2.3.1.16) (Acetyl-CoA acyltransferase) (Beta-ketothiolase) (Mitochondrial 3-oxoacyl-CoA thiolase) (T1)",ACAA2,Homo sapiens (Human),397
Q99757,THIOM_HUMAN,reviewed,"Thioredoxin, mitochondrial (MTRX) (Mt-Trx) (Thioredoxin-2)",TXN2 TRX2,Homo sapiens (Human),166
Q16762,THTR_HUMAN,reviewed,Thiosulfate sulfurtransferase (EC 2.8.1.1) (Rhodanese),TST,Homo sapiens (Human),297
Q99595,TI17A_HUMAN,reviewed,Mitochondrial import inner membrane translocase subunit Tim17-A (Inner membrane preprotein translocase Tim17a),TIMM17A MIMT17 TIM17 TIM17A TIMM17,Homo sapiens (Human),171
O60830,TI17B_HUMAN,reviewed,Mitochondrial import inner membrane translocase subunit Tim17-B,TIMM17B TIM17B JM3,Homo sapiens (Human),172
Q5SRD1,TI23B_HUMAN,reviewed,Putative mitochondrial import inner membrane translocase subunit Tim23B,TIMM23B,Homo sapiens (Human),257
P62072,TIM10_HUMAN,reviewed,Mitochondrial import inner membrane translocase subunit Tim10,TIMM10 TIM10,Homo sapiens (Human),90
Q9Y5L4,TIM13_HUMAN,reviewed,Mitochondrial import inner membrane translocase subunit Tim13,TIMM13 TIM13B TIMM13A TIMM13B,Homo sapiens (Human),95
Q96DA6,TIM14_HUMAN,reviewed,Mitochondrial import inner membrane translocase subunit TIM14 (DnaJ homolog subfamily C member 19),DNAJC19 TIM14 TIMM14,Homo sapiens (Human),116
Q9Y3D7,TIM16_HUMAN,reviewed,Mitochondrial import inner membrane translocase subunit TIM16 (Mitochondria-associated granulocyte macrophage CSF-signaling molecule) (Presequence translocated-associated motor subunit PAM16),PAM16 MAGMAS TIM16 TIMM16 CGI-136,Homo sapiens (Human),125
Q9BVV7,TIM21_HUMAN,reviewed,"Mitochondrial import inner membrane translocase subunit Tim21 (TIM21-like protein, mitochondrial)",TIMM21 C18orf55 HSPC154 TIM21,Homo sapiens (Human),248
Q9Y584,TIM22_HUMAN,reviewed,Mitochondrial import inner membrane translocase subunit Tim22 (Testis-expressed sequence 4),TIMM22 TEX4 TIM22,Homo sapiens (Human),194
O14925,TIM23_HUMAN,reviewed,Mitochondrial import inner membrane translocase subunit Tim23,TIMM23 TIM23,Homo sapiens (Human),209
O43615,TIM44_HUMAN,reviewed,Mitochondrial import inner membrane translocase subunit TIM44,TIMM44 MIMT44 TIM44,Homo sapiens (Human),452
Q3ZCQ8,TIM50_HUMAN,reviewed,Mitochondrial import inner membrane translocase subunit TIM50,TIMM50 TIM50 PRO1512,Homo sapiens (Human),353
O60220,TIM8A_HUMAN,reviewed,Mitochondrial import inner membrane translocase subunit Tim8 A (Deafness dystonia protein 1) (X-linked deafness dystonia protein),TIMM8A DDP DDP1 TIM8A,Homo sapiens (Human),97
Q9Y5J9,TIM8B_HUMAN,reviewed,Mitochondrial import inner membrane translocase subunit Tim8 B (DDP-like protein) (Deafness dystonia protein 2),TIMM8B DDP2 DDPL TIM8B,Homo sapiens (Human),83
Q9Y5J6,TIM9B_HUMAN,reviewed,Mitochondrial import inner membrane translocase subunit Tim9 B (Fracture callus protein 1) (FxC1) (TIMM10B) (Tim10b),FXC1 TIM9B TIMM9B,Homo sapiens (Human),103
Q9Y5J7,TIM9_HUMAN,reviewed,Mitochondrial import inner membrane translocase subunit Tim9,TIMM9 TIM9 TIM9A TIMM9A,Homo sapiens (Human),89
Q9P0S9,TM14C_HUMAN,reviewed,Transmembrane protein 14C,TMEM14C C6orf53 HSPC194,Homo sapiens (Human),112
Q86WV6,TM173_HUMAN,reviewed,Transmembrane protein 173 (Endoplasmic reticulum interferon stimulator) (ERIS) (Mediator of IRF3 activation) (hMITA) (Stimulator of interferon genes protein) (hSTING),TMEM173 ERIS MITA STING,Homo sapiens (Human),379
Q969M1,TM40L_HUMAN,reviewed,Mitochondrial import receptor subunit TOM40B (Protein TOMM40-like),TOMM40L TOMM40B,Homo sapiens (Human),308
Q9NVH6,TMLH_HUMAN,reviewed,"Trimethyllysine dioxygenase, mitochondrial (EC 1.14.11.8) (Epsilon-trimethyllysine 2-oxoglutarate dioxygenase) (Epsilon-trimethyllysine hydroxylase) (TML hydroxylase) (TML-alpha-ketoglutarate dioxygenase) (TML dioxygenase) (TMLD)",TMLHE TMLH,Homo sapiens (Human),421
P17152,TMM11_HUMAN,reviewed,"Transmembrane protein 11, mitochondrial (Protein PM1) (Protein PMI)",TMEM11 C17orf35 PM1,Homo sapiens (Human),192
Q9BUB7,TMM70_HUMAN,reviewed,"Transmembrane protein 70, mitochondrial",TMEM70,Homo sapiens (Human),260
A6NDV4,TMM8B_HUMAN,reviewed,Transmembrane protein 8B (Nasopharyngeal carcinoma-associated gene 6 protein) (Protein NAG-5) (Protein NGX6),TMEM8B C9orf127 NGX6,Homo sapiens (Human),472
Q6UXN7,TO20L_HUMAN,reviewed,TOMM20-like protein 1,TOMM20L UNQ9438/PRO34772,Homo sapiens (Human),152
Q15388,TOM20_HUMAN,reviewed,Mitochondrial import receptor subunit TOM20 homolog (Mitochondrial 20 kDa outer membrane protein) (Outer mitochondrial membrane receptor Tom20),TOMM20 KIAA0016,Homo sapiens (Human),145
Q9NS69,TOM22_HUMAN,reviewed,Mitochondrial import receptor subunit TOM22 homolog (hTom22) (1C9-2) (Translocase of outer membrane 22 kDa subunit homolog),TOMM22 TOM22,Homo sapiens (Human),142
Q15785,TOM34_HUMAN,reviewed,Mitochondrial import receptor subunit TOM34 (hTom34) (Translocase of outer membrane 34 kDa subunit),TOMM34 URCC3,Homo sapiens (Human),309
O96008,TOM40_HUMAN,reviewed,Mitochondrial import receptor subunit TOM40 homolog (Protein Haymaker) (Translocase of outer membrane 40 kDa subunit homolog) (p38.5),TOMM40 C19orf1 PEREC1 TOM40,Homo sapiens (Human),361
Q8N4H5,TOM5_HUMAN,reviewed,Mitochondrial import receptor subunit TOM5 homolog,TOMM5 C9orf105 TOM5,Homo sapiens (Human),51
Q96B49,TOM6_HUMAN,reviewed,Mitochondrial import receptor subunit TOM6 homolog (Overexpressed breast tumor protein) (Translocase of outer membrane 6 kDa subunit homolog),TOMM6 OBTP TOM6,Homo sapiens (Human),74
O94826,TOM70_HUMAN,reviewed,Mitochondrial import receptor subunit TOM70 (Mitochondrial precursor proteins import receptor) (Translocase of outer membrane 70 kDa subunit),TOMM70A KIAA0719 TOM70,Homo sapiens (Human),608
Q9P0U1,TOM7_HUMAN,reviewed,Mitochondrial import receptor subunit TOM7 homolog (Translocase of outer membrane 7 kDa subunit homolog),TOMM7 TOM7 TOMM07 AD-014,Homo sapiens (Human),55
Q969P6,TOP1M_HUMAN,reviewed,"DNA topoisomerase I, mitochondrial (TOP1mt) (EC 5.99.1.2)",TOP1MT,Homo sapiens (Human),601
Q9HC21,TPC_HUMAN,reviewed,Mitochondrial thiamine pyrophosphate carrier (Mitochondrial uncoupling protein 1) (Solute carrier family 25 member 19),SLC25A19 DNC MUP1,Homo sapiens (Human),320
Q9HCN2,TPIP1_HUMAN,reviewed,p53-regulated apoptosis-inducing protein 1 (p53AIP1),TP53AIP1,Homo sapiens (Human),124
Q13114,TRAF3_HUMAN,reviewed,TNF receptor-associated factor 3 (CAP-1) (CD40 receptor-associated factor 1) (CRAF1) (CD40-binding protein) (CD40BP) (LMP1-associated protein 1) (LAP1),TRAF3 CAP1 CRAF1,Homo sapiens (Human),568
Q9UPV9,TRAK1_HUMAN,reviewed,Trafficking kinesin-binding protein 1 (106 kDa O-GlcNAc transferase-interacting protein),TRAK1 KIAA1042 OIP106,Homo sapiens (Human),953
O60296,TRAK2_HUMAN,reviewed,Trafficking kinesin-binding protein 2 (Amyotrophic lateral sclerosis 2 chromosomal region candidate gene 3 protein),TRAK2 ALS2CR3 KIAA0549,Homo sapiens (Human),914
Q12931,TRAP1_HUMAN,reviewed,"Heat shock protein 75 kDa, mitochondrial (HSP 75) (TNFR-associated protein 1) (Tumor necrosis factor type 1 receptor-associated protein) (TRAP-1)",TRAP1 HSP75,Homo sapiens (Human),704
Q9BZY9,TRI31_HUMAN,reviewed,E3 ubiquitin-protein ligase TRIM31 (EC 6.3.2.-) (Tripartite motif-containing protein 31),TRIM31 C6orf13 RNF,Homo sapiens (Human),425
Q9HCM9,TRI39_HUMAN,reviewed,E3 ubiquitin-protein ligase TRIM39 (EC 6.3.2.-) (RING finger protein 23) (Testis-abundant finger protein) (Tripartite motif-containing protein 39),TRIM39 RNF23 TFP,Homo sapiens (Human),518
Q32P41,TRM5_HUMAN,reviewed,tRNA (guanine(37)-N1)-methyltransferase (EC 2.1.1.228) (M1G-methyltransferase) (tRNA [GM37] methyltransferase) (tRNA methyltransferase 5 homolog),TRMT5 KIAA1393 TRM5,Homo sapiens (Human),509
Q96Q11,TRNT1_HUMAN,reviewed,"CCA tRNA nucleotidyltransferase 1, mitochondrial (EC 2.7.7.72) (Mitochondrial tRNA nucleotidyl transferase, CCA-adding) (mt CCA-adding enzyme) (mt tRNA CCA-diphosphorylase) (mt tRNA CCA-pyrophosphorylase) (mt tRNA adenylyltransferase)",TRNT1 CGI-47,Homo sapiens (Human),434
Q9Y606,TRUA_HUMAN,reviewed,"tRNA pseudouridine synthase A, mitochondrial (EC 5.4.99.12) (tRNA pseudouridine(38-40) synthase) (tRNA pseudouridylate synthase I) (tRNA-uridine isomerase I)",PUS1 PP8985,Homo sapiens (Human),427
Q9NNW7,TRXR2_HUMAN,reviewed,"Thioredoxin reductase 2, mitochondrial (EC 1.8.1.9) (Selenoprotein Z) (SelZ) (TR-beta) (Thioredoxin reductase TR3)",TXNRD2 KIAA1652 TRXR2,Homo sapiens (Human),524
P30536,TSPOA_HUMAN,reviewed,Translocator protein (Mitochondrial benzodiazepine receptor) (PKBS) (Peripheral-type benzodiazepine receptor) (PBR),TSPO BZRP MBR,Homo sapiens (Human),169
Q6DKK2,TTC19_HUMAN,reviewed,"Tetratricopeptide repeat protein 19, mitochondrial (TPR repeat protein 19)",TTC19,Homo sapiens (Human),380
P53007,TXTP_HUMAN,reviewed,"Tricarboxylate transport protein, mitochondrial (Citrate transport protein) (CTP) (Solute carrier family 25 member 1) (Tricarboxylate carrier protein)",SLC25A1 SLC20A3,Homo sapiens (Human),311
P04818,TYSY_HUMAN,reviewed,Thymidylate synthase (TS) (TSase) (EC 2.1.1.45),TYMS TS OK/SW-cl.29,Homo sapiens (Human),313
Q9Y5Z9,UBIA1_HUMAN,reviewed,UbiA prenyltransferase domain-containing protein 1 (EC 2.5.1.-) (Transitional epithelial response protein 1),UBIAD1 TERE1,Homo sapiens (Human),338
Q70CQ3,UBP30_HUMAN,reviewed,Ubiquitin carboxyl-terminal hydrolase 30 (EC 3.4.19.12) (Deubiquitinating enzyme 30) (Ubiquitin thioesterase 30) (Ubiquitin-specific-processing protease 30) (Ub-specific protease 30),USP30,Homo sapiens (Human),517
P25874,UCP1_HUMAN,reviewed,Mitochondrial brown fat uncoupling protein 1 (UCP 1) (Solute carrier family 25 member 7) (Thermogenin),UCP1 SLC25A7 UCP,Homo sapiens (Human),307
P55851,UCP2_HUMAN,reviewed,Mitochondrial uncoupling protein 2 (UCP 2) (Solute carrier family 25 member 8) (UCPH),UCP2 SLC25A8,Homo sapiens (Human),309
P55916,UCP3_HUMAN,reviewed,Mitochondrial uncoupling protein 3 (UCP 3) (Solute carrier family 25 member 9),UCP3 SLC25A9,Homo sapiens (Human),312
O95847,UCP4_HUMAN,reviewed,Mitochondrial uncoupling protein 4 (UCP 4) (Solute carrier family 25 member 27),SLC25A27 UCP4 UNQ772/PRO1566,Homo sapiens (Human),323
O95258,UCP5_HUMAN,reviewed,Brain mitochondrial carrier protein 1 (BMCP-1) (Mitochondrial uncoupling protein 5) (UCP 5) (Solute carrier family 25 member 14),SLC25A14 BMCP1 UCP5 UNQ791/PRO1682,Homo sapiens (Human),325
P47985,UCRI_HUMAN,reviewed,"Cytochrome b-c1 complex subunit Rieske, mitochondrial (EC 1.10.2.2) (Complex III subunit 5) (Cytochrome b-c1 complex subunit 5) (Rieske iron-sulfur protein) (RISP) (Ubiquinol-cytochrome c reductase iron-sulfur subunit) [Cleaved into: Cytochrome b-c1 complex subunit 11 (Complex III subunit IX) (Ubiquinol-cytochrome c reductase 8 kDa protein)]",UQCRFS1,Homo sapiens (Human),274
P13051,UNG_HUMAN,reviewed,Uracil-DNA glycosylase (UDG) (EC 3.2.2.27),UNG DGU UNG1 UNG15,Homo sapiens (Human),313
Q96IX5,USMG5_HUMAN,reviewed,Up-regulated during skeletal muscle growth protein 5 (Diabetes-associated protein in insulin-sensitive tissues) (HCV F-transactivated protein 2),USMG5 DAPIT HCVFTP2 PD04912,Homo sapiens (Human),58
P23763,VAMP1_HUMAN,reviewed,Vesicle-associated membrane protein 1 (VAMP-1) (Synaptobrevin-1),VAMP1 SYB1,Homo sapiens (Human),118
Q99536,VAT1_HUMAN,reviewed,Synaptic vesicle membrane protein VAT-1 homolog (EC 1.-.-.-),VAT1,Homo sapiens (Human),393
