Accession,Localization,Description,Norm avg ratio,test,direct sec61?,membrane?,GO
P43304,mito,"Glycerol-3-phosphate dehydrogenase, mitochondrial",0.81354179,1,,,glycerol-3-phosphate dehydrogenase complex;mitochondrion;
P43307,type I,Translocon-associated protein subunit alpha,1.007873589,1,,,membrane;integral to membrane;endoplasmic reticulum membrane;endoplasmic reticulum;
P43487,,Ran-specific GTPase-activating protein,0.715154886,1,,,cytoplasm;nucleus;
P43490,,Nicotinamide phosphoribosyltransferase,0.828140758,1,,,cytosol;cytoplasm;
P43686,,26S protease regulatory subunit 6B,0.848272059,1,,,proteasome complex;mitochondrion;nucleus;cytoplasm;
P43897,,"Elongation factor Ts, mitochondrial",1.291912231,1,,,intracellular;mitochondrion;nucleus;
P45880,mito,Voltage-dependent anion-selective channel protein 2,0.847667026,1,,,mitochondrial nucleoid;membrane;mitochondrial outer membrane;mitochondrion;pore complex;
P45973,,Chromobox protein homolog 5,0.902415965,1,,,PML body;kinetochore;transcriptional repressor complex;cytoplasm;histone deacetylase complex;nucleolus;nuclear centromeric heterochromatin;histone methyltransferase complex;nucleus;nucleus;nuclear envelope;nucleus;nuclear heterochromatin;chromocenter;chromatin;
P45974,,Ubiquitin carboxyl-terminal hydrolase 5,0.901888092,1,,,lysosome;
P46060,cytosol,Ran GTPase-activating protein 1,0.927550133,1,,,spindle pole;nucleus;membrane;condensed chromosome kinetochore;nuclear pore;cytoplasm;nuclear membrane;kinetochore;perinuclear region of cytoplasm;soluble fraction;cytoskeleton;
P46063,,ATP-dependent DNA helicase Q1,0.446137594,1,,,nucleus;
P46087,cytosol,Putative ribosomal RNA methyltransferase NOP2,1.081298983,1,,,nucleolus;nucleus;
P46092,multiTM,C-C chemokine receptor type 10,1.242467686,1,,,integral to plasma membrane;plasma membrane;
P46108,,Adapter molecule crk,0.857495839,1,,,cytoplasm;endosome;cytosol;nucleus;plasma membrane;
P46379,,Large proline-rich protein BAG6,0.831056325,1,,,nucleus;
P46459,cytosol,Vesicle-fusing ATPase,1.056047627,1,,,dendritic shaft;cytosol;cytoplasm;
P46776,cytosol,60S ribosomal protein L27a,0.986152196,1,,,intracellular;cytosolic large ribosomal subunit;cytosol;ribosome;
P46777,cytosol,60S ribosomal protein L5,0.86072106,1,,,nucleus;ribosome;ribonucleoprotein complex;cytosolic large ribosomal subunit;cytoplasm;cytosol;nucleolus;intracellular;
P46778,cytosol,60S ribosomal protein L21,0.885150821,1,,,ribosome;intracellular;cytosolic large ribosomal subunit;cytosol;
P46779,cytosol,60S ribosomal protein L28,0.958682979,1,,,cytosolic large ribosomal subunit;intracellular;cytosol;ribosome;
P46781,cytosol,40S ribosomal protein S9,0.919413211,1,,,ribosome;intracellular;cytosol;cytosolic small ribosomal subunit;nucleolus;cytoplasm;ribonucleoprotein complex;cytosolic small ribosomal subunit;
P46782,cytosol,40S ribosomal protein S5,1.063532035,1,,,cytosolic small ribosomal subunit;cytosol;ribosome;cytosolic small ribosomal subunit;ribonucleoprotein complex;intracellular;
P46783,cytosol,40S ribosomal protein S10,1.007352005,1,,,cytosol;cytosolic small ribosomal subunit;ribosome;cytoplasm;cytosolic small ribosomal subunit;
P46926,,Glucosamine-6-phosphate isomerase 1,0.613972952,1,,,cytoplasm;
P46937,,Yorkie homolog,1.045292135,1,,,nucleus;cytoplasm;nucleus;cytoplasm;
P46939,cytosol,Utrophin,1.047420495,1,,,dystrophin-associated glycoprotein complex;neuromuscular junction;cell junction;membrane fraction;cytoskeleton;plasma membrane;postsynaptic membrane;cytoplasm;
P46940,cytosol,Ras GTPase-activating-like protein IQGAP1,1.006070618,1,,,neuron projection;nucleus;nucleolus;plasma membrane;cytoplasm;actin filament;cell leading edge;intracellular;
P46977,multiTM,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A,1.133319079,1,,,endoplasmic reticulum;membrane;integral to membrane;oligosaccharyltransferase complex;membrane fraction;
P47712,cytosol,Cytosolic phospholipase A2,0.914029143,1,,,membrane fraction;cytosol;cytosol;cytoplasmic membrane-bounded vesicle;zymogen granule;endoplasmic reticulum membrane;perinuclear region of cytoplasm;nucleus;integral to membrane;cytoplasm;
P47756,,F-actin-capping protein subunit beta,0.800697963,1,,,F-actin capping protein complex;cytoskeleton;WASH complex;cytoplasm;actin cytoskeleton;
P47813,,"Eukaryotic translation initiation factor 1A, X-chromosomal",0.816626795,1,,,cytoplasm;cytosol;
P47897,cytosol,Glutaminyl-tRNA synthetase,1.056068217,1,,,cytosol;cytosol;cytosol;cytoplasm;cytosol;cytosol;mitochondrial matrix;cytosol;cytosol;
P48047,mito,"ATP synthase subunit O, mitochondrial",0.983149121,1,,,mitochondrial inner membrane;mitochondrion;mitochondrion;mitochondrial proton-transporting ATP synthase complex; coupling factor F(o);mitochondrial proton-transporting ATP synthase complex;plasma membrane;mitochondrial proton-transporting ATP synthase complex;proton-transporting ATP synthase complex; catalytic core F(1);
P48147,,Prolyl endopeptidase,0.835620711,1,,,cytosol;cytoplasm;nucleus;
P48163,,NADP-dependent malic enzyme,0.640826188,1,,,cytosol;nucleus;nucleolus;cytoplasm;soluble fraction;
P48444,cytosol,Coatomer subunit delta,4.232527288,1,,,cytoplasmic vesicle;COPI vesicle coat;cytoplasm;cytosol;Golgi apparatus;cytosol;membrane;Golgi membrane;clathrin adaptor complex;
P48449,multiTM,Lanosterol synthase,1.09002163,1,,,membrane;endoplasmic reticulum membrane;endoplasmic reticulum;microsome;
P48507,,Glutamate--cysteine ligase regulatory subunit,0.952265539,1,,,glutamate-cysteine ligase complex;soluble fraction;cytosol;glutamate-cysteine ligase complex;
P48509,multiTM,CD151 antigen,1.138282934,1,,,integral to plasma membrane;cytosol;membrane fraction;plasma membrane;cytosol;
P48556,,26S proteasome non-ATPase regulatory subunit 8,1.014557339,1,,,nucleus;nucleolus;cytoplasm;proteasome complex;proteasome regulatory particle;
P48637,,Glutathione synthetase,0.859306332,1,,,soluble fraction;
P48643,cytosol,T-complex protein 1 subunit epsilon,0.781066831,1,,,cytoskeleton;cytoplasm;nucleus;nucleolus;cytosol;chaperonin-containing T-complex;microtubule organizing center;
P48651,,Phosphatidylserine synthase 1,1.09517939,1,,,integral to membrane;membrane;
P48681,,Nestin,0.951199511,1,,,cytoplasm;intracellular;intermediate filament;intermediate filament cytoskeleton;
P48723,cytosol,Heat shock 70 kDa protein 13,0.775553993,1,,,endoplasmic reticulum;microsome;
P48735,mito,"Isocitrate dehydrogenase [NADP], mitochondrial",0.913340876,1,,,mitochondrion;
P48739,,Phosphatidylinositol transfer protein beta isoform,0.736835153,1,,,intracellular;nucleus;Golgi apparatus;cytoplasm;intracellular membrane-bounded organelle;
P48960,multiTM SS,CD97 antigen,1.127757273,1,,,integral to plasma membrane;extracellular region;plasma membrane;extracellular space;
P49005,,DNA polymerase delta subunit 2,0.821982243,1,,,nucleoplasm;nucleoplasm;nucleus;
P49006,cytosol,MARCKS-related protein,1.081375737,1,,,plasma membrane;
P49069,multiTM,Calcium signal-modulating cyclophilin ligand,0.960253571,1,,,membrane;endoplasmic reticulum;integral to membrane;
P49189,,4-trimethylaminobutyraldehyde dehydrogenase,0.957298493,1,,,mitochondrion;nucleus;cytosol;cytosol;cytoplasm;cytoplasm;microtubule cytoskeleton;
P49207,,60S ribosomal protein L34,0.786292503,1,,,cytosol;ribosome;cytosolic large ribosomal subunit;intracellular;
P49257,type I,Protein ERGIC-53,1.423570625,1,,,Golgi apparatus;integral to membrane;membrane;Golgi apparatus;microsome;Golgi membrane;sarcomere;ER-Golgi intermediate compartment membrane;endoplasmic reticulum;endoplasmic reticulum membrane;ER-Golgi intermediate compartment;
P49321,,Nuclear autoantigenic sperm protein,0.953331045,1,,,cytoplasm;nucleus;
P49327,cytosol,Fatty acid synthase,1.178105458,1,,,cytoplasm;cytosol;cytosol;melanosome;mitochondrion;glycogen granule;Golgi apparatus;
P49354,,Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha,1.028806713,1,,,microtubule associated complex;CAAX-protein geranylgeranyltransferase complex;cytosol;cytoplasm;
P49366,,Deoxyhypusine synthase,1.028760542,1,,,cytosol;
P49368,cytosol,T-complex protein 1 subunit gamma,0.981359669,1,,,cytosol;chaperonin-containing T-complex;cytoskeleton;cytoplasm;
P49406,,"39S ribosomal protein L19, mitochondrial",0.75264386,1,,,ribosome;nuclear membrane;nucleus;mitochondrion;intracellular;
P49407,,Beta-arrestin-1,0.751598157,1,,,membrane fraction;cytoplasmic vesicle;coated pit;plasma membrane;soluble fraction;intracellular;nucleus;chromatin;cytoplasm;pseudopodium;cytoplasm;cytoplasm;cytoplasmic membrane-bounded vesicle;heterotrimeric G-protein complex;
P49411,mito,"Elongation factor Tu, mitochondrial",0.845341038,1,,,mitochondrion;mitochondrial nucleoid;mitochondrion;intracellular;
P49419,,Alpha-aminoadipic semialdehyde dehydrogenase,0.666379819,1,,,cellular_component;mitochondrion;cytoplasm;cytosol;nucleus;
P49458,,Signal recognition particle 9 kDa protein,0.812304373,1,,,signal recognition particle receptor complex;cytoplasm;signal recognition particle; endoplasmic reticulum targeting;
P49588,cytosol,"Alanyl-tRNA synthetase, cytoplasmic",0.840663154,1,,,cytoplasm;soluble fraction;
P49589,,"Cysteinyl-tRNA synthetase, cytoplasmic",0.824521242,1,,,cytoplasm;cytoplasm;cytosol;cytoplasm;cytoplasm;
P49590,,"Probable histidyl-tRNA synthetase, mitochondrial",0.948541087,1,,,mitochondrion;mitochondrial matrix;cytoplasm;
P49591,,"Seryl-tRNA synthetase, cytoplasmic",0.819518837,1,,,cytosol;cytoplasm;
P49643,,DNA primase large subunit,1.023745869,1,,,nucleoplasm;nucleoplasm;nucleoplasm;alpha DNA polymerase:primase complex;
P49720,nucleus,Proteasome subunit beta type-3,1.222275249,1,,,nucleus;proteasome core complex;cytoplasm;proteasome complex;
P49721,,Proteasome subunit beta type-2,0.807708549,1,,,proteasome core complex;proteasome complex;cytoplasm;nucleus;
P49736,,DNA replication licensing factor MCM2,0.873091368,1,,,nuclear origin of replication recognition complex;nucleoplasm;nucleus;nucleoplasm;nucleoplasm;nucleoplasm;nucleoplasm;nucleoplasm;nucleoplasm;chromatin;
P49748,mito,"Very long-chain specific acyl-CoA dehydrogenase, mitochondrial",0.882942039,1,,,mitochondrion;mitochondrial nucleoid;mitochondrial inner membrane;membrane;
P49755,type I,Transmembrane emp24 domain-containing protein 10,1.15035657,1,,,membrane;zymogen granule membrane;melanosome;cis-Golgi network;Golgi membrane;integral to membrane;Golgi apparatus;microsome;ER-Golgi intermediate compartment;
P49756,,RNA-binding protein 25,1.018197495,1,,,cytoplasm;nuclear speck;nucleus;
P49768,multiTM,Presenilin-1,2.045882807,1,,,ciliary rootlet;lysosomal membrane;cytoplasmic vesicle;nucleus;membrane-bounded organelle;integral to plasma membrane;membrane fraction;kinetochore;Golgi membrane;endoplasmic reticulum membrane;mitochondrial inner membrane;synaptosome;growth cone;neuromuscular junction;endoplasmic reticulum;endoplasmic reticulum;Golgi apparatus;plasma membrane;chromosome; centromeric region;neuronal cell body;membrane raft;intracellular;dendritic shaft;nuclear outer membrane;integral to nuclear inner membrane;mitochondrion;axon;Golgi apparatus;cell surface;plasma membrane;integral to membrane;
P49770,,Translation initiation factor eIF-2B subunit beta,1.036303331,1,,,cytoplasm;eukaryotic translation initiation factor 2B complex;eukaryotic translation initiation factor 2B complex;
P49773,,Histidine triad nucleotide-binding protein 1,0.898854583,1,,,cytoplasm;nucleus;cytoskeleton;
P49790,nucleus,Nuclear pore complex protein Nup153,1.144467525,1,,,nucleoplasm;nucleus;nuclear pore;nucleoplasm;intracellular;
P49792,cytosol,E3 SUMO-protein ligase RanBP2,1.071312061,1,,,cytosol;nuclear pore;nucleus;cytosol;intracellular;
P49795,cytosol,Regulator of G-protein signaling 19,1.166808303,1,,,Golgi apparatus;membrane fraction;cytosolic part;membrane;brush border;heterotrimeric G-protein complex;clathrin-coated vesicle;
P49821,mito,"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial",0.826970178,1,,,respiratory chain;mitochondrion;membrane;mitochondrial respiratory chain complex I;mitochondrial respiratory chain complex I;mitochondrial inner membrane;
P49841,,Glycogen synthase kinase-3 beta,1.115970276,1,,,beta-catenin destruction complex;cytosol;cytosol;beta-catenin destruction complex;nucleus;cytoplasm;cytosol;cytosol;Axin-APC-beta-catenin-GSK3B complex;cytosol;
P49903,,"Selenide, water dikinase 1",0.924571778,1,,,NA
P49915,cytosol,GMP synthase [glutamine-hydrolyzing],1.100952464,1,,,cytosol;cytoplasm;
P49916,,DNA ligase 3,0.691906313,1,,,nucleoplasm;nucleus;intracellular;
P49959,,Double-strand break repair protein MRE11A,0.804135174,1,,,nucleus;chromosome; telomeric region;Mre11 complex;nucleoplasm;nucleolus;
P49961,,Ectonucleoside triphosphate diphosphohydrolase 1,1.449524339,1,,,plasma membrane;integral to plasma membrane;
P50336,,Protoporphyrinogen oxidase,0.921344394,1,,,mitochondrial intermembrane space;membrane;mitochondrion;intrinsic to mitochondrial inner membrane;mitochondrial membrane;
P50395,cytosol,Rab GDP dissociation inhibitor beta,1.114713712,1,,,cell surface;membrane;cytoplasm;
P50402,nucleus,Emerin,0.973733194,1,,,endoplasmic reticulum;integral to membrane;nucleus;nuclear membrane;nuclear envelope;membrane;nuclear envelope;nuclear inner membrane;spindle;nuclear outer membrane;microtubule;
P50416,mito,"Carnitine O-palmitoyltransferase 1, liver isoform",0.820334951,1,,,mitochondrial inner membrane;microsome;membrane;mitochondrial outer membrane;mitochondrion;integral to membrane;
P50443,multiTM,Sulfate transporter,1.007007902,1,,,membrane;membrane fraction;integral to plasma membrane;
P50454,,Serpin H1,0.727332636,1,,,endoplasmic reticulum lumen;cytoplasm;ER-Golgi intermediate compartment;endoplasmic reticulum;
P50552,,Vasodilator-stimulated phosphoprotein,1.298308272,1,,,filopodium membrane;cell junction;cytosol;focal adhesion;actin cytoskeleton;cytoplasm;plasma membrane;cytosol;cell projection;lamellipodium membrane;
P50570,cytosol,Dynamin-2,0.846590319,1,,,synapse;plasma membrane;cytoplasm;microtubule;postsynaptic membrane;postsynaptic density;cell junction;cytoskeleton;
P50579,,Methionine aminopeptidase 2,0.740317003,1,,,cytoplasm;
P50897,,Palmitoyl-protein thioesterase 1,1.417957552,1,,,Golgi apparatus;nucleus;extracellular region;extracellular region;lysosome;axon;synaptic vesicle;cytosol;lysosome;lysosome;membrane fraction;membrane raft;
P50914,cytosol,60S ribosomal protein L14,0.994661312,1,,,cytosolic large ribosomal subunit;intracellular;cytoplasm;cytosol;ribosome;
P50990,cytosol,T-complex protein 1 subunit theta,1.011068315,1,,,nucleus;cytoplasm;cytosol;microtubule organizing center;cytoskeleton;cytosol;
P50991,cytosol,T-complex protein 1 subunit delta,0.935069354,1,,,cytoskeleton;cytoplasm;microtubule organizing center;cytosol;chaperonin-containing T-complex;melanosome;
P50995,cytosol,Annexin A11,0.927780271,1,,,spindle;nucleoplasm;phagocytic vesicle;nuclear envelope;spindle;nucleoplasm;midbody;nuclear envelope;azurophil granule;nucleus;cytoskeleton;nuclear envelope;cytoplasm;specific granule;nucleoplasm;nucleoplasm;cytoplasm;cytoplasm;melanosome;
P51114,,Fragile X mental retardation syndrome-related protein 1,0.77665452,1,,,cytoplasm;polysome;costamere;nucleolus;nucleus;
P51116,,Fragile X mental retardation syndrome-related protein 2,0.956702677,1,,,cytosolic large ribosomal subunit;cytoplasm;
P51148,GPI-anchor,Ras-related protein Rab-5C,1.12929675,1,,,endosome;early endosome membrane;plasma membrane;melanosome;endocytic vesicle;
P51149,cytosol,Ras-related protein Rab-7a,1.113476979,1,,,cytoplasmic vesicle;late endosome;cytoplasm;lysosome;intracellular membrane-bounded organelle;melanosome;phagocytic vesicle;Golgi apparatus;
P51151,GPI anchor,Ras-related protein Rab-9A,1.123318813,1,,,late endosome;plasma membrane;endoplasmic reticulum membrane;Golgi membrane;lysosome;endoplasmic reticulum;Golgi apparatus;
P51159,cytosol,Ras-related protein Rab-27A,0.965982513,1,,,photoreceptor outer segment;Golgi apparatus;exocytic vesicle;late endosome;exocytic vesicle;lysosome;membrane;apical plasma membrane;secretory granule membrane;melanosome;dendrite;
P51398,mito,"28S ribosomal protein S29, mitochondrial",1.154816886,1,,,mitochondrion;ribosome;small ribosomal subunit;mitochondrial ribosome;
P51452,,Dual specificity protein phosphatase 3,0.986922882,1,,,nucleus;cytosol;nucleoplasm;cytosol;immunological synapse;
P51532,,Transcription activator BRG1,0.812853074,1,,,SWI/SNF complex;npBAF complex;nBAF complex;SWI/SNF complex;nucleus;
P51570,,Galactokinase,0.925403497,1,,,cytosol;cytoplasm;membrane fraction;
P51571,type I,Translocon-associated protein subunit delta,0.998671048,1,,,Sec61 translocon complex;Sec61 translocon complex;endoplasmic reticulum;integral to membrane;endoplasmic reticulum membrane;membrane;
P51572,type I,B-cell receptor-associated protein 31,0.832498224,1,,,endoplasmic reticulum membrane;plasma membrane;cytosol;integral to plasma membrane;Golgi membrane;endoplasmic reticulum;ER-Golgi intermediate compartment membrane;
P51610,cytosol,Host cell factor 1,0.935780484,1,,,nucleus;MLL1 complex;cytoplasm;nucleus;MLL5-L complex;
P51648,type IV,Fatty aldehyde dehydrogenase,0.992613091,1,,,integral to membrane;endoplasmic reticulum;membrane;endoplasmic reticulum membrane;
P51659,unchar.,Peroxisomal multifunctional enzyme type 2,1.093813006,1,,,peroxisome;peroxisomal matrix;
P51665,cytosol,26S proteasome non-ATPase regulatory subunit 7,1.398452068,1,,,proteasome regulatory particle;proteasome complex;
